39,8,1,0,0,8,4.125,0,2,0,0,0,1,12,22,53.563523,78.869175,5.5,433.780463,0
53,8,2,0,0,12,4.333333,3,4,0,0,0,3.5,15,42,111.89015,164.089405,9.1875,1507.571409,0
30,4,4,0,0,8,4.5,1,3,0,0,0,4,9,20,41.219281,63.3985,4,253.594,0
53,17,1,0,0,10,4.9,1,0,0,0,0,0.5,16,22,62.053748,88,5.5,484,0
57,17,1,0,0,11,4.363636,3,0,0,1,0,2,22,64,198.053748,285.403624,16,4566.457977,0
77,22,1,0,0,22,3.727273,2,4,0,0,0,3,17,40,106.090046,163.498514,7,1144.489596,0
52,9,1,0,0,9,3.555556,1,3,0,0,0,2.5,11,26,59.715357,89.945222,5.416667,487.203272,0
30,1,0,0,0,9,2.666667,2,1,0,0,0,4,11,22,49.663388,76.107496,4.583333,348.826034,0
36,3,0,0,0,10,2.8,4,1,0,1,0,3,20,44,131.326777,190.164836,11,2091.813198,0
54,12,1,0,0,12,5,2,3,0,0,0,2.5,11,22,49.663388,76.107496,4.583333,348.826034,0
33,9,0,0,0,5,2,3,0,0,1,0,4,16,28,77.302969,112,7,784,0
82,20,1,0,0,22,3.318182,2,6,0,0,0,4,20,56,163.135263,242.027973,11.454545,2772.320317,0
61,10,0,0,0,9,6.111111,2,2,0,0,0,2,16,28,72.954453,112,5.444445,609.777802,0
74,22,1,0,0,22,4.181818,2,4,0,0,0,3,16,44,117.75898,176,8.555555,1505.77774,0
69,14,1,0,0,12,6,3,3,0,0,0,3.5,16,30,82.603359,120,7.5,900,0
44,10,1,0,0,9,4,2,2,0,0,0,2,14,28,72.954453,106.605938,7,746.241565,0
30,1,0,0,0,7,1.857143,1,3,0,0,0,4,9,68,180.973737,215.5549,13.6,2931.546724,0
51,10,1,0,0,10,5.3,1,2,0,0,0,1.5,11,16,35.60964,55.350906,3.333333,184.503015,0
53,12,0,1,0,11,3.272727,2,3,0,0,0,2.5,12,26,59.715357,93.209025,4.642857,432.756181,0
62,13,2,0,0,12,5.833333,2,2,0,1,0,2,13,24,54.62919,88.810553,3.75,333.039575,0
50,13,1,0,0,10,4.5,1,0,0,1,0,1,8,12,23.509775,36,3,108,0
75,15,1,0,0,8,5.375,5,0,0,4,0,3.5,8,38,88.710623,114,9.5,1083,0
72,9,0,0,0,8,3.625,10,1,0,0,0,11,16,196,672.241565,784,49,38416,0
40,5,1,0,0,8,3.5,2,3,0,0,0,3.5,19,44,126.636821,186.908811,9.9,1850.397154,0
39,11,0,1,0,7,4.714286,0,0,0,0,0,0,4,8,10,16,2,32,0
52,13,1,0,0,11,5.363636,2,2,0,0,0,2,11,20,44.828921,69.188632,4.166667,288.285957,0
35,2,0,0,0,14,2,3,6,0,0,0,9,23,50,149.315686,226.178098,9.615385,2174.789502,0
57,14,1,0,0,12,5,2,3,0,0,0,2.5,9,24,51.01955,76.0782,4.8,365.175375,0
56,14,1,0,0,13,3.846154,2,1,0,0,0,2,10,20,44.828921,66.438562,5,332.192809,0
51,14,2,0,0,10,3.9,2,1,0,0,0,1.5,14,16,43.651484,60.917679,4,243.670715,0
28,5,0,0,0,5,2,3,0,0,1,0,4,14,20,52.870765,76.147098,5,380.735492,0
76,19,3,0,0,18,4.388889,2,4,0,1,0,3.5,16,38,104.710623,152,9.5,1444,0
36,1,0,0,0,11,2,1,3,0,0,0,4,15,30,78.254843,117.206718,6.5625,769.169086,0
40,9,1,0,0,8,4.125,0,2,0,0,0,1,8,24,51.01955,72,6,432,0
80,22,1,0,0,24,3.75,2,4,0,0,0,3,17,44,117.75898,179.848365,7.7,1384.832376,0
79,24,1,0,0,22,3.818182,2,4,0,0,0,3,16,48,129.690584,192,9.333333,1791.999939,0
57,16,1,0,0,12,4.666667,2,3,0,0,0,2.5,11,22,49.663388,76.107496,4.583333,348.826034,0
67,13,1,0,0,11,6,3,3,0,0,0,3,16,30,82.603359,120,7.5,900,0
52,9,0,0,0,8,3.5,3,0,0,1,0,5,10,30,70.212999,99.657843,7.5,747.433821,0
33,3,0,0,0,6,1.833333,2,1,0,0,0,4,12,16,39.509775,57.3594,4,229.4376,0
56,13,0,1,0,10,4.9,3,3,0,0,0,3,20,40,114.967887,172.877124,8.181818,1414.449165,0
56,9,1,0,0,13,5.307693,2,4,0,0,0,3,13,34,84.996643,125.81495,7.285714,916.651764,0
69,15,1,0,0,15,5.933333,2,4,0,0,0,3,13,30,74.113134,111.013192,6.428571,713.656209,0
68,2,1,0,0,14,3,7,4,0,0,0,11,12,82,235.169407,293.966925,20.5,6026.321964,0
69,15,0,0,0,12,6.25,3,3,0,0,0,4,16,42,116.238666,168,10.5,1764,0
42,10,1,0,0,8,4.125,0,2,0,0,0,1,10,26,59.715357,86.37013,6.5,561.405848,0
79,21,1,0,0,24,3.5,2,4,0,0,0,3,16,44,117.75898,176,8.555555,1505.77774,0
69,15,2,0,0,13,6,1,3,0,0,0,2.5,13,32,79.509775,118.414071,6.857143,811.982209,0
53,13,1,0,0,11,5.454545,1,1,0,1,0,1.5,12,18,44.0391,64.529325,4.5,290.381963,0
27,2,0,0,0,7,2,1,3,0,0,0,4,13,22,49.663388,81.409674,3.4375,279.845754,0
74,20,1,0,0,12,4,3,0,0,1,0,1.5,14,40,106.090046,152.294197,10,1522.941969,0
55,17,1,0,0,9,4.888889,3,1,0,0,0,2,16,36,99.05865,144,9,1296,0
27,4,0,0,0,7,3.142857,1,0,0,0,0,2,10,16,35.60964,53.15085,4,212.603398,0
54,14,1,0,0,9,4.888889,2,1,0,0,0,2.5,8,12,23.509775,36,3,108,0
50,15,1,0,0,10,4.5,2,0,0,0,0,1,14,30,78.254843,114.220648,7.5,856.654857,0
60,12,1,0,0,9,4.666667,1,2,0,0,0,1.5,10,22,46.053748,73.082418,3.666667,267.968872,0
52,13,0,1,0,9,5.333333,3,3,0,0,0,3,18,34,93.486868,141.77745,6.8,964.086687,0
29,3,0,0,0,6,1.5,1,2,0,0,0,3,14,20,48.729056,76.147098,3.75,285.551619,0
73,12,0,1,0,8,4.25,4,0,0,0,0,4,10,70,191.134546,232.534967,17.5,4069.361916,0
72,21,1,0,0,22,4.136364,2,4,0,0,0,3,16,44,117.75898,176,8.555555,1505.77774,0
36,3,0,0,0,8,1.625,4,0,0,1,0,4,16,36,99.05865,144,9,1296,0
34,1,0,0,0,12,2.75,2,6,0,0,0,8,13,44,113.617271,162.819348,9.428572,1535.153893,0
54,12,1,0,0,12,4.833333,2,3,0,0,0,2.5,12,22,49.663388,78.869175,3.928571,309.84319,0
51,15,1,0,0,8,5.375,2,0,0,1,0,1,12,20,48.729056,71.69925,5,358.49625,0
56,14,2,0,0,12,4.333333,0,3,0,0,0,1.5,13,20,48.729056,74.008794,4.285714,317.180537,0
102,23,1,0,0,10,2.6,2,3,0,0,0,2.5,21,34,102.706149,149.338792,7.727273,1153.981545,0
44,14,1,0,0,9,4.222222,0,1,0,0,0,0.5,10,14,31.261125,46.506993,3.5,162.774477,0
53,13,2,0,0,10,5,1,2,0,0,0,1.5,12,24,58.529325,86.0391,6,516.2346,0
42,6,0,0,0,17,3.588235,2,2,0,0,0,4,17,36,94.710134,147.148662,6.3,927.0366,0
54,14,1,0,0,9,4.888889,2,0,0,1,0,1.5,8,16,32,48,4,192,0
35,3,0,0,0,6,2.333333,4,0,0,1,0,5,14,24,62.671034,91.376518,6,548.259109,0
89,17,3,1,0,15,6.533333,5,3,0,0,0,4.5,15,48,121.64874,187.530749,6,1125.184492,0
28,3,0,0,0,7,1.428571,2,3,0,0,0,5,15,26,63.615491,101.579155,4.333333,440.176357,0
41,6,0,0,0,11,1.454545,2,5,0,0,0,8,17,38,100.362107,155.323588,6.65,1032.901875,0
27,4,0,0,0,10,1.9,0,1,0,0,0,1,8,14,27.651484,42,3.5,147,0
73,20,1,0,0,19,3.789474,1,5,0,0,0,3,16,38,104.710623,152,9.5,1444,0
54,12,1,0,0,12,4.666667,2,3,0,0,0,2.5,11,22,49.663388,76.107496,4.583333,348.826034,1
73,10,2,0,0,11,6,3,1,0,0,0,2.5,12,34,84.996643,121.888725,8.5,1036.054163,1
78,19,1,0,0,14,4.928571,2,3,0,0,0,3.5,14,22,57.705232,83.761808,5.5,460.689946,1
67,19,0,0,0,12,8.416667,2,3,0,0,0,2.5,12,20,44.828921,71.69925,3.571429,256.068748,1
61,15,0,0,0,11,9.363636,2,1,0,0,0,1.5,11,14,31.261125,48.432043,2.916667,141.260128,1
42,11,0,1,0,9,5.777778,1,0,0,0,0,0.5,14,18,48.180809,68.532389,4.5,308.395749,1
77,21,1,0,0,23,4.521739,2,4,0,0,0,3,15,42,111.89015,164.089405,9.1875,1507.571409,1
57,14,1,0,0,12,5.583333,1,2,0,0,0,2,14,18,48.180809,68.532389,4.5,308.395749,1
49,13,1,0,0,10,4.5,1,0,0,1,0,0.5,6,8,12.754888,20.6797,2,41.3594,1
52,11,1,0,0,12,5,2,3,0,0,0,2.5,14,36,94.710134,137.064777,9,1233.582995,1
57,13,1,0,0,13,5.153846,1,3,0,0,0,2,15,22,57.705232,85.951593,4.8125,413.642042,1
47,10,1,0,0,9,4.444445,2,1,0,0,0,1.5,12,20,48.729056,71.69925,5,358.49625,1
53,12,1,0,0,11,5.363636,1,2,0,0,0,2,11,20,44.828921,69.188632,4.166667,288.285957,1
71,19,1,0,0,20,3.9,1,5,0,0,0,3,14,36,94.710134,137.064777,9,1233.582995,1
68,14,0,0,0,17,5.588235,0,4,0,0,2,2,11,36,86.668291,124.539538,7.5,934.046537,1
59,13,1,0,0,13,7.076923,1,1,0,0,0,1,12,14,35.161259,50.189475,3.5,175.663163,1
56,15,3,0,0,10,5.3,2,0,0,1,0,1,8,10,19.60964,30,2.5,75,1
49,12,1,0,0,10,5.6,1,2,0,0,0,2,14,18,48.180809,68.532389,4.5,308.395749,1
79,17,1,0,0,8,5.375,3,0,0,0,0,2,10,18,40.138965,59.794706,4.5,269.076176,1
77,14,1,0,0,15,5.8,2,4,0,0,0,3,15,50,135.747889,195.34453,10.9375,2136.580794,1
40,8,0,0,0,10,2.4,2,1,0,0,0,2,12,20,48.729056,71.69925,5,358.49625,1
55,13,1,0,0,11,4.818182,2,0,0,1,0,2,12,24,58.529325,86.0391,6,516.2346,1
77,15,1,0,0,12,6.25,3,3,0,0,1,4,14,28,72.954453,106.605938,7,746.241565,1
80,24,1,0,0,24,5.125,2,4,0,0,0,3,16,40,106.090046,160,7.777778,1244.444427,1
53,10,1,0,0,13,6.692307,2,3,0,0,0,2.5,12,24,54.62919,86.0391,4.285714,368.738988,1
59,12,0,0,0,16,3.9375,1,3,0,0,0,2,19,34,93.486868,144.429535,6.181818,892.837103,1
58,13,1,0,0,13,5.846154,2,1,0,0,0,2,10,12,27.119415,39.863137,3,119.589411,1
51,14,1,0,0,9,5.111111,2,2,0,0,0,2,14,28,72.954453,106.605938,7,746.241565,1
58,12,2,0,0,13,5.538462,0,2,0,0,0,1,11,16,35.60964,55.350906,3.333333,184.503015,1
63,15,1,0,0,16,6.125,2,2,0,1,0,2,10,18,40.138965,59.794706,4.5,269.076176,1
53,17,0,0,0,13,3.153846,1,2,0,0,0,1.5,10,20,44.828921,66.438562,5,332.192809,1
58,17,1,0,0,11,5.090909,1,2,0,0,0,2,9,14,27.651484,44.37895,2.8,124.261058,1
50,13,0,1,0,6,6.166667,2,0,0,0,0,2,14,26,67.757201,98.991228,6.5,643.442982,1
42,8,0,0,0,7,3.571429,2,3,0,0,0,2.5,17,36,99.05865,147.148662,8,1177.189298,1
80,23,1,0,0,22,3.818182,2,4,0,0,0,3,18,52,146.211433,216.8361,10.4,2255.095358,1
73,20,3,0,0,14,6.071429,2,4,0,0,0,3,11,30,70.212999,103.782949,6.25,648.643428,1
77,23,0,0,0,10,7.6,3,3,0,0,0,4,14,28,72.954453,106.605938,7,746.241565,1
37,9,1,0,0,7,4.571429,0,1,0,0,7,0.5,10,30,70.212999,99.657843,7.5,747.433821,1
65,12,1,0,0,13,4.076923,2,3,0,0,0,3,12,30,70.212999,107.548875,5.357143,576.154695,1
51,13,0,0,0,13,4.230769,2,6,0,0,0,4,18,52,146.211433,216.8361,10.4,2255.095358,1
64,16,1,0,0,14,6.928571,0,3,0,0,0,1.5,9,22,46.053748,69.73835,4.4,306.848747,1
59,14,1,0,0,13,5.846154,2,3,0,0,0,2.5,10,22,49.663388,73.082418,5.5,401.953299,1
62,14,0,0,0,15,6.8,0,3,0,0,0,1.5,9,22,46.053748,69.73835,4.4,306.848747,1
40,13,0,0,0,8,2.75,0,3,0,0,0,1.5,16,32,88,128,8,1024,1
65,12,5,0,0,15,5.266667,2,2,0,0,0,2,17,30,82.603359,122.623885,6.666667,817.492549,1
72,15,0,0,0,12,8.083333,4,2,0,0,0,3.5,22,38,118.764371,169.458402,9.5,1609.854814,1
53,12,2,0,0,13,5.384615,0,3,0,0,0,1.5,11,20,44.828921,69.188632,4.166667,288.285957,1
58,18,1,0,0,9,6.222222,1,2,0,0,0,1.5,13,18,44.0391,66.607915,3.857143,256.916248,1
65,18,1,0,0,14,5,2,4,0,0,0,3,19,30,82.603359,127.437825,5.454545,695.115417,1
73,24,1,0,0,18,3.944444,1,5,0,0,0,3,14,36,94.710134,137.064777,9,1233.582995,1
67,15,0,0,0,12,9.583333,2,2,0,0,0,2,18,28,81.832294,116.7579,7,817.3053,1
61,13,0,0,0,10,7,2,2,0,0,0,2.5,20,26,81.324997,112.37013,6.5,730.405848,1
45,7,0,0,0,7,2.428571,5,2,0,0,0,4,16,28,77.302969,112,7,784,1
48,14,1,0,0,8,5.375,1,0,0,1,0,0.5,6,8,12.754888,20.6797,2,41.3594,1
80,22,3,0,0,24,5.541667,2,4,0,0,0,3,16,40,106.090046,160,7.777778,1244.444427,1
57,15,1,0,0,12,4.5,1,1,0,0,0,1,9,10,19.60964,31.69925,2,63.3985,1
35,8,0,0,0,7,3.285714,1,2,0,0,0,1.5,12,16,35.60964,57.3594,2.857143,163.884004,1
58,18,0,1,0,11,6.181818,3,3,0,0,0,3,18,32,88,133.4376,6.4,854.000653,1
33,7,0,0,0,8,3,1,2,0,0,0,1.5,12,16,35.60964,57.3594,2.857143,163.884004,1
68,18,1,0,0,13,7.230769,2,3,0,0,0,2.5,9,20,41.219281,63.3985,4,253.594,1
72,16,1,0,0,8,5.375,5,0,0,2,0,4,10,22,49.663388,73.082418,5.5,401.953299,1
62,15,0,0,0,14,6,1,3,0,0,0,2,15,30,78.254843,117.206718,6.5625,769.169086,1
63,14,1,0,0,13,6,4,2,0,0,0,3,17,28,77.302969,114.44896,6.222222,712.126872,1
44,10,1,0,0,9,4,2,2,0,0,0,2,14,30,78.254843,114.220648,7.5,856.654857,1
68,14,1,0,0,15,4.133333,1,3,0,0,0,2,16,32,83.651484,128,6.222222,796.444458,1
61,12,1,0,0,11,5.090909,1,1,0,1,0,1,13,26,67.757201,96.211433,7.583333,729.60338,1
49,14,1,0,0,14,5.714286,0,1,0,0,0,0.5,10,10,23.219281,33.219281,2.5,83.048202,1
70,17,1,0,0,15,5.333333,2,4,0,0,0,3,11,30,70.212999,103.782949,6.25,648.643428,1
65,13,0,0,0,11,5,7,0,0,2,0,3.5,20,80,246.096405,345.754248,20,6915.084952,1
57,13,1,0,0,11,6,3,2,0,0,0,2.5,14,24,62.671034,91.376518,6,548.259109,1
51,13,2,0,0,10,4.5,2,0,0,0,0,2,14,16,43.651484,60.917679,4,243.670715,1
87,21,1,0,0,22,4.181818,3,6,0,0,0,5,14,60,162.716493,228.441295,11.25,2569.964572,1
55,13,1,0,0,11,4.636364,2,3,0,0,0,2.5,12,24,54.62919,86.0391,4.285714,368.738988,1
55,14,1,0,0,11,4,3,3,0,0,0,3,15,30,78.254843,117.206718,6.5625,769.169086,1
62,21,0,0,0,15,3.466667,2,4,0,0,0,3,18,48,129.690584,200.1564,7.636364,1528.467029,1
61,11,1,0,0,15,6.266667,3,2,0,0,0,2.5,13,30,74.113134,111.013192,6.428571,713.656209,1
43,13,1,0,0,9,4.222222,0,1,0,0,0,0.5,10,14,31.261125,46.506993,3.5,162.774477,1
68,13,1,0,0,9,7.111111,4,3,0,0,0,3.5,16,34,93.486868,136,8.5,1156,1
72,18,1,1,0,17,5.882353,1,4,0,0,0,2.5,15,32,83.651484,125.020499,7,875.143493,1
71,10,0,0,0,11,4.363636,4,4,0,0,0,4,20,52,150.740758,224.740261,10.636364,2390.419217,1
43,10,0,0,0,7,3.571429,2,3,0,0,0,3,19,32,92.529325,135.93368,7.2,978.722473,1
51,13,1,0,0,12,5.25,2,3,0,0,0,2.5,11,22,49.663388,76.107496,4.583333,348.826034,1
70,20,1,0,0,22,5,0,2,0,0,0,1,14,40,106.090046,152.294197,10,1522.941969,1
64,15,2,0,0,9,4.888889,2,1,0,0,0,1.5,14,24,62.671034,91.376518,6,548.259109,1
77,14,2,0,0,10,6.3,1,2,0,0,0,2,15,26,59.715357,101.579155,3.25,330.132255,1
70,10,1,0,0,10,6.7,1,1,0,0,0,1.5,15,22,49.663388,85.951593,2.75,236.366881,1
43,13,1,0,0,9,4.222222,0,1,0,0,0,0.5,12,18,44.0391,64.529325,4.5,290.381963,1
50,10,1,0,0,11,4.909091,2,2,0,0,0,2,14,30,78.254843,114.220648,7.5,856.654857,1
84,28,1,0,0,24,5.333333,2,4,0,0,0,3,17,40,106.090046,163.498514,7,1144.489596,1
78,12,1,0,0,11,6.636364,3,0,0,0,0,2,16,18,52.529325,72,4.5,324,1
55,3,1,0,0,8,2.75,4,0,0,1,0,2.333333,14,30,78.254843,114.220648,7.5,856.654857,1
78,20,1,0,0,24,4.291667,2,4,0,0,0,3,16,44,117.75898,176,8.555555,1505.77774,1
53,10,0,0,0,13,4,6,4,0,0,0,10,14,48,125.548875,182.753036,9,1644.777326,1
51,12,1,0,0,10,5.6,1,2,0,0,0,2,14,18,48.180809,68.532389,4.5,308.395749,1
46,9,1,0,0,10,3.8,1,3,0,0,8,2,11,38,92.320263,131.458402,7.916667,1040.712324,1
75,21,2,0,0,22,4.181818,2,2,0,0,0,1.333333,16,26,67.757201,104,5.055555,525.777756,1
73,24,1,0,0,12,8.083333,3,0,0,1,0,2,10,28,64.912609,93.013987,7,651.097907,1
67,12,1,0,0,9,5.777778,1,1,0,0,2,1,12,20,48.729056,71.69925,5,358.49625,1
83,17,0,0,0,21,6.380952,0,4,0,0,0,1,10,26,59.715357,86.37013,6.5,561.405848,1
72,15,1,0,0,10,3.9,4,3,0,0,0,4.5,15,36,94.710134,140.648061,7.875,1107.603484,1
39,10,0,1,0,8,6.375,0,0,0,0,0,0,4,6,6.754888,12,1.5,18,1
49,14,1,0,0,8,5.375,2,0,0,1,0,1,10,14,31.261125,46.506993,3.5,162.774477,1
55,18,0,0,0,9,5.111111,1,0,0,1,0,0.5,8,10,19.60964,30,2.5,75,1
79,24,1,0,0,22,4.636364,2,4,0,0,0,3,18,44,117.75898,183.4767,7,1284.3369,1
77,25,1,0,0,22,4.681818,2,4,0,0,0,3,16,44,117.75898,176,8.555555,1505.77774,1
74,13,1,0,0,9,4.888889,7,0,0,2,0,5,18,72,214.646625,300.2346,18,5404.222802,1
55,14,1,0,0,12,5,2,1,0,0,0,1.5,11,14,31.261125,48.432043,2.916667,141.260128,1
64,17,1,0,0,14,5.642857,2,0,0,1,0,1,12,22,53.563523,78.869175,5.5,433.780463,1
45,10,1,0,0,9,4.444445,3,2,0,0,0,2.5,20,28,86.52225,121.013987,7,847.097907,1
55,10,1,0,0,12,3.833333,1,5,0,0,0,3,13,46,119.5517,170.220227,9.857142,1677.885025,1
51,16,0,0,0,8,4.125,2,3,0,1,0,2.5,18,36,99.05865,150.1173,7.2,1080.844532,1
51,12,0,1,0,10,5.3,1,1,0,0,0,1,12,24,58.529325,86.0391,6,516.2346,1
61,16,1,0,0,10,5.3,4,0,0,2,0,2,8,20,41.219281,60,5,300,1
59,16,1,0,0,12,4.5,2,0,0,0,1,1.333333,18,30,87.132684,125.09775,7.5,938.233125,1
55,13,1,0,0,11,4.454545,1,3,0,0,0,2,18,34,93.486868,141.77745,6.8,964.086687,1
43,9,1,0,0,9,3.777778,0,3,0,0,0,1.5,10,32,75.60964,106.301699,8,850.413592,1
59,10,0,1,0,7,5,4,1,0,0,0,3,14,42,111.89015,159.908907,10.5,1679.043521,1
45,15,1,0,0,9,4.222222,0,1,0,0,0,0.5,12,18,44.0391,64.529325,4.5,290.381963,1
57,12,0,0,0,12,5.25,2,3,0,0,0,2.5,12,22,49.663388,78.869175,3.928571,309.84319,1
61,16,1,0,0,13,5.769231,2,3,0,0,0,2.5,11,22,49.663388,76.107496,4.583333,348.826034,1
69,15,0,0,0,12,6.833333,3,2,0,0,0,3.5,16,24,67.01955,96,6,576,1
35,2,0,0,0,8,4,2,3,0,0,0,2.5,16,34,93.486868,136,8.5,1156,1
48,11,0,1,0,7,5.428571,4,0,0,0,0,2,14,28,72.954453,106.605938,7,746.241565,1
53,11,0,2,0,6,5.333333,2,0,0,0,0,1.5,12,28,68.812744,100.37895,7,702.65265,1
46,14,1,0,0,10,5.4,1,1,0,0,0,1,14,14,39.302969,53.302969,3.5,186.560391,1
78,23,1,0,0,22,4.590909,3,4,0,0,0,3.5,22,54,161.601244,240.809307,11.25,2709.104708,1
73,13,2,0,0,14,6,3,3,0,0,0,3,22,36,113.112398,160.539538,9,1444.855844,1
53,14,1,0,0,10,5.2,1,2,0,0,0,1.5,13,20,48.729056,74.008794,4.285714,317.180537,1
66,11,1,0,0,6,10.833333,3,0,0,0,0,1.5,8,20,41.219281,60,5,300,1
52,16,1,0,0,9,5.444445,1,0,0,1,0,0.5,8,10,19.60964,30,2.5,75,1
80,16,1,0,0,10,5.6,6,0,0,3,0,4,16,46,128.041925,184,11.5,2116,1
57,13,1,0,0,11,6.272727,2,3,0,0,0,2.5,9,26,56.105716,82.41805,5.2,428.573844,1
63,11,2,0,0,16,6,2,4,0,0,0,3,13,30,74.113134,111.013192,6.428571,713.656209,1
55,17,1,0,0,11,7.545455,1,0,0,1,0,0.5,10,14,31.261125,46.506993,3.5,162.774477,1
42,8,1,0,0,9,4,0,3,0,0,0,1.5,12,28,68.812744,100.37895,7,702.65265,1
52,13,1,0,0,11,5.363636,1,2,0,0,0,1.5,12,18,44.0391,64.529325,4.5,290.381963,1
72,20,1,0,0,22,4,2,4,0,0,0,3,15,36,94.710134,140.648061,7.875,1107.603484,1
86,15,3,0,0,13,7.307693,8,2,0,0,0,5.5,28,60,200.509687,288.441295,15,4326.61943,1
75,13,1,0,0,14,5.714286,4,3,0,0,0,5,16,32,88,128,8,1024,1
56,11,1,0,0,14,3.857143,2,4,0,0,0,3,14,36,90.568425,137.064777,6.75,925.187246,1
69,20,1,0,0,22,4.090909,2,2,0,0,0,2,16,36,94.710134,144,7,1008,1
47,14,1,0,0,9,4.888889,1,1,0,0,0,1,8,12,23.509775,36,3,108,1
67,15,1,0,0,15,5.333333,0,4,0,0,0,2,13,30,74.113134,111.013192,6.428571,713.656209,1
50,15,1,0,0,11,7.272727,2,0,0,0,0,1,10,12,27.119415,39.863137,3,119.589411,1
77,17,0,0,0,18,5.333333,2,4,0,0,0,3,15,40,101.948337,156.275624,6.666667,1041.837467,1
49,16,1,0,0,9,5.777778,2,0,0,0,0,1,8,10,19.60964,30,2.5,75,1
55,15,1,0,0,14,6.928571,0,3,0,0,0,1.5,12,24,58.529325,86.0391,6,516.2346,1
46,8,2,0,0,9,3.777778,0,3,0,0,0,1.5,15,26,67.757201,101.579155,5.6875,577.731447,1
66,16,2,0,0,13,4.923077,2,3,0,0,0,1.666667,11,22,49.663388,76.107496,4.583333,348.826034,1
